,birthArea,birthDate,currentNationalTeamId,currentTeamId,firstName,foot,height,lastName,middleName,passportArea,role,shortName,weight,wyId
1729,"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}",1991-09-20,null,3193,Isaac,right,180,Cofie,,"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Cofie,73,22158
1730,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1984-11-12,null,3315,Francesco,right,181,Magnanelli,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Magnanelli,79,22162
1731,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1986-05-23,null,3315,Simone,right,191,Missiroli,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Missiroli,77,22163
1732,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",1995-07-19,null,3187,Marko,right,180,Rog ,,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Rog,73,284315
1733,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1992-08-14,null,3197,Bruno,left,184,Martella,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",B. Martella,78,22185
1734,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1991-06-25,3757,674,Simone,left,186,Zaza,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Zaza,84,22202
1735,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1992-02-15,null,3164,Gianmarco,left,189,Ferrari,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",G. Ferrari,82,22270
1736,"{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",1994-12-05,14496,2457,Ondrej,right,181,Duda,,"{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",O. Duda,74,218896
1737,"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}",1986-12-07,8731,3219,Ledian,right,175,Memushaj,,"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",L. Memushaj,71,22323
1738,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",1998-06-23,9604,2451,Josip,right,175,Brekalo,,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Brekalo,70,284469
1739,"{'name': 'Canada', 'id': '124', 'alpha3code': 'CAN', 'alpha2code': 'CA'}",1991-04-05,16216,756,Yassine,left,192,Bounou,,"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",Y. Bounou,80,120631
1740,"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",1997-07-14,4687,3158,Cengiz,left,173,\u00dcnder,,"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",C. \u00dcnder,66,350032
1741,"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",1992-01-22,null,3219,Achraf,left,184,Lazaar,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Lazaar,78,218971
1742,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1992-08-30,null,3164,Andrea,left,192,Tozzo,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",A. Tozzo,75,218982
1743,"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",1994-11-19,null,3166,Ibrahima,right,188,M'baye,,"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",I. M'baye,70,22377
1744,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1997-02-06,3155,2463,Jannes-Kilian,left,186,Horn,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Horn,77,284524
1745,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1993-01-14,null,3193,Daniel,right,178,Bessa,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Daniel Bessa,75,22381
1746,"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}",1993-03-10,null,3315,Joseph Alfred,left,178,Duncan,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Duncan,78,22383
1747,"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",1992-01-28,16276,3804,Oussama,left,184,Haddadi,,"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",O. Haddadi,79,120717
1748,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1995-03-16,null,9623,Ailton,left,181,Ferreira Silva,,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Ailton,66,284580
1749,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1986-09-27,null,3782,St\u00e9phane,right,188,Ruffier,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",S. Ruffier,93,25845
1750,"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",1992-03-18,16276,16054,Ferjani,right,177,Sassi,,"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Sassi,75,120853
1751,"{'name': 'Slovenia', 'id': '705', 'alpha3code': 'SVN', 'alpha2code': 'SI'}",1990-06-06,12046,3164,Vid,right,192,Belec,,"{'name': 'Slovenia', 'id': '705', 'alpha3code': 'SVN', 'alpha2code': 'SI'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",V. Belec,84,22552
1752,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1988-04-17,null,3193,Francesco,left,173,Migliore,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Migliore,75,22559
1753,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2001-03-17,null,19830,Pietro,right,188,Pellegri,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",P. Pellegri,78,481329
1754,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1991-09-10,null,682,Nicola,right,175,Sansone,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",N. Sansone,68,22578
1755,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1997-04-24,3763,3165,Fabio,right,182,Depaoli,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Depaoli,74,415809
1756,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1987-09-25,null,3219,Fabio,right,185,Lucioni,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Lucioni,80,22614
1757,"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",1986-08-04,null,13898,Oleg,right,192,Ivanov,,"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",O. Ivanov,87,102083
1758,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1989-04-28,null,3163,Gabriele,right,189,Angella,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",G. Angella,79,22677
1759,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1989-10-12,null,3219,Benito Nicolas,left,180,Viola,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Viola,76,22695
1760,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1990-03-27,null,3315,Antonino,right,183,Ragusa,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Ragusa,78,22699
1761,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1986-01-28,null,3173,Fabio,right,178,Pisacane,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Pisacane,77,22732
1762,"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",1993-06-16,19001,3795,Adama,right,181,Niane,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Niane,71,219350
1763,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1996-05-31,7719,3164,Joachim,right,190,Andersen,,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Andersen,90,145787
1764,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1987-09-08,null,691,V\u00edctor,right,174,S\u00e1nchez Mata,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",V\u00edctor S\u00e1nchez,72,3797
1765,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1991-05-08,null,3187,Luigi,left,185,Sepe,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",L. Sepe,75,22817
1766,"{'name': 'Ukraine', 'id': '804', 'alpha3code': 'UKR', 'alpha2code': 'UA'}",1979-03-30,null,,Anatoliy,right,181,Tymoshchuk,,"{'name': 'Ukraine', 'id': '804', 'alpha3code': 'UKR', 'alpha2code': 'UA'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Tymoshchuk,70,14729
1767,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1999-06-03,null,2447,Dan-Axel,left,196,Zagadou,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Zagadou,90,397028
1768,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1992-03-02,null,3193,Armando,right,183,Izzo,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Izzo,76,22883
1769,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1999-04-09,null,3767,Stanley,left,185,Nsoki,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",S. Nsoki,75,397030
1770,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1988-11-26,null,3173,Leonardo,right,188,Pavoletti,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Pavoletti,78,22933
1771,"{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",1998-12-31,null,3766,Anthony,right,186,Racioppi,,"{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",A. Racioppi,80,397039
1772,"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",1996-12-19,null,3157,Franck Yannick,right,183,Kessi\u00e9,,"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Kessi\u00e9,76,285109
1773,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1988-05-11,null,687,Ra\u00fal,right,186,Rodr\u00edguez Navas,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Ra\u00fal Navas,84,3828
1774,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1996-03-13,null,5653,Nathan Allan,right,177,de Souza,,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Nathan,73,285139
1775,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1991-06-17,null,3158,Gregoire ,left,180,Defrel,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",G. Defrel,79,23149
1776,"{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",1989-11-24,4849,2462,Luk\u00e1\u0161,right,190,Hr\u00e1deck\u00fd,,"{'name': 'Finland', 'id': '246', 'alpha3code': 'FIN', 'alpha2code': 'FI'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",L. Hradecky,80,55951
1777,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1991-06-05,7712,1620,Martin,right,177,Braithwaite,,"{'name': 'Guyana', 'id': '328', 'alpha3code': 'GUY', 'alpha2code': 'GY'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Braithwaite,77,55968
1778,"{'name': 'Costa Rica', 'id': '188', 'alpha3code': 'CRI', 'alpha2code': 'CR'}",1989-10-24,16871,8508,Cristian,right,175,Gamboa Luna,,"{'name': 'Costa Rica', 'id': '188', 'alpha3code': 'CRI', 'alpha2code': 'CR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",C. Gamboa,67,55977
1779,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1990-04-23,7712,1673,Mathias,right,191,Jattah-Njie J\u00f8rgensen,,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. J\u00f8rgensen,79,55979
1780,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",1994-09-16,null,3194,Bruno,right,192,Petkovi\u0107,,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",B. Petkovi\u0107,88,252589
1781,"{'name': 'Costa Rica', 'id': '188', 'alpha3code': 'CRI', 'alpha2code': 'CR'}",1990-02-18,16871,1632,Bryan,left,172,Oviedo,,"{'name': 'Costa Rica', 'id': '188', 'alpha3code': 'CRI', 'alpha2code': 'CR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",B. Oviedo,65,55982
1782,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1991-09-03,7712,2447,Thomas,left,182,Delaney,,"{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",T. Delaney,71,55990
1783,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1988-03-01,null,3777,Nolan,right,182,Roux,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",N. Roux,81,25716
1784,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1994-01-08,null,684,Riza,left,168,Durmisi,,"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",R. Durmisi,68,56009
1785,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1992-08-25,null,683,Borja,right,186,Gonz\u00e1lez Tom\u00e1s,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Borja Bast\u00f3n,83,3875
1786,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1983-06-06,7712,677,Michael,right,170,Krohn-Dehli,,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Krohn-Dehli,68,56025
1787,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1991-02-21,7712,3163,Jens Stryger,right,180,Larsen,,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Stryger Larsen,81,56026
1788,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1988-01-22,null,2447,Marcel,left,180,Schmelzer,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Schmelzer,74,14800
1789,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1989-02-01,7712,1673,Jonas,right,195,L\u00f6ssl,,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",J. L\u00f6ssl,88,56038
1790,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",1987-03-15,null,3162,Ivan,right,192,Vargi\u0107,,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",I. Vargi\u0107,90,69417
1791,"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",1997-02-02,null,18,Sadiq,right,192,Umar,,"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Umar,80,350992
1792,"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",1996-01-01,null,13905,Digbo G'nampa Habib,right,181,Ma\u00efga,,"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. Ma\u00efga,78,285457
1793,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1990-05-10,null,3173,Diego,right,173,da Silva Farias,,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Diego Farias,66,23314
1794,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-02-25,3757,3157,Gianluigi,right,198,Donnarumma,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",G. Donnarumma,76,350999
1795,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-01-03,null,3157,Patrick,right,184,Cutrone,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",P. Cutrone,75,351010
1796,"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",1998-10-28,16823,859,Francis Odinaka,right,196,Uzoho,,"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",F. Uzoho,91,285491
1797,"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",1996-01-07,null,683,Isaac ,right,182,Ajayi Success,,"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",I. Success,90,285509
1798,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1992-04-24,null,3172,Luca,right,185,Rizzo,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",L. Rizzo,80,23386
1799,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1991-10-09,null,3780,Andy,right,182,Delort,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Delort,82,25745
1800,"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",1992-04-10,19314,1612,Sadio,right,175,Man\u00e9,,"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Man\u00e9,75,25747
1801,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1992-10-05,null,3194,Marco Ezio,right,180,Fossati,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Fossati,73,23427
1802,"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1996-08-21,16216,12,Sofyan,right,182,Amrabat,,"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Amrabat,70,285590
1803,"{'name': 'Burkina Faso', 'id': '854', 'alpha3code': 'BFA', 'alpha2code': 'BF'}",1996-10-16,null,3776,Kouakou Herv\u00e9,right,186,Koffi,,"{'name': 'Burkina Faso', 'id': '854', 'alpha3code': 'BFA', 'alpha2code': 'BF'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",H. Koffi,81,408052
1804,"{'name': 'Egypt', 'id': '818', 'alpha3code': 'EGY', 'alpha2code': 'EG'}",1994-10-01,16129,4551,Mahmoud Ibrahim,right,179,Hassan,,"{'name': 'Egypt', 'id': '818', 'alpha3code': 'EGY', 'alpha2code': 'EG'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Tr\u00e9z\u00e9guet,71,220112
1805,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1994-06-15,7712,2975,Yussuf,right,193,Yurary Poulsen,,"{'name': 'Tanzania', 'id': '834', 'alpha3code': 'TZA', 'alpha2code': 'TZ'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Y. Poulsen,78,56274
1806,"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",1991-10-28,12274,9608,Marcos Javier,left,172,Acu\u00f1a,,"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Acu\u00f1a,69,89073
1807,"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",1997-09-01,5635,2451,Landry Nany,right,184,Dimata,,"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Dimata,75,285727
